index;question;context;answers;id
2118;Who defines rules about the risk appetite, risk strategy, other risk policies and guidelines?;rols and supervision over theoperation of the first line of defence.The risk management function defines rules about the riskappetite, risk strategy, other risk poli;{'text': ['The risk management function'], 'answer_start': [68]};288
2119;What is responsible for the supervision of the correct implementation?;ther enhance risk steering and mitigationwithin the whole Group.The business compliance function is responsible for thesupervision of the correct implementation and ;{'text': ['business compliance function'], 'answer_start': [68]};289
2120;What are the financial goals of NLB Group MB members incl.?;. For more information on risk management please refer to Chapter Strategy and Risk Management Section Incorporation of ESG risks in creditapproval process and co;{'text': ['Strategy and Risk Management'], 'answer_start': [66]};290
2121;In 2022, ESG goals were considered as part of what?;include also ESG goals.In 2022, ESG goals were considered as part of annualperformance evaluation, as followsa NLBs CEO 10% weightingb Other members of NLBs Ma;{'text': ['annualperformance evaluation'], 'answer_start': [69]};291
2123;What does the NLB Supervisory Board make an annual self-assessment about?;tion, the NLB Supervisory Board makes an annualself-assessment about its composition, performance,potential conflict of interest of individual members of theSupervis;{'text': ['its composition, performance'], 'answer_start': [69]};292
2124;What is the NLB group committed to?;y partnering professional associations.The NLB Group is committed to paperless businessoperations. Keeping in mind the high pricethe environment pays to sustain paper;{'text': ['paperless businessoperations'], 'answer_start': [69]};293
2127;What have the compliance functions carried out in connection with this area?;due diligence processes. The compliance functions have carried out awareness-raising activities in connection with this area and havestrengthened the approach to ma;{'text': ['awareness-raising activities'], 'answer_start': [67]};294
2128;What activities were carried out in connection with this area?;due diligence processes. The compliance functions have carried out awareness-raising activities in connection with this area and havestrengthened the approach to ma;{'text': ['awareness-raising activities'], 'answer_start': [67]};295
2129;What does NLB cooperate with for obtaining the relevant explanations and information?;itted reliefs and exemptions from the tax base. NLB cooperates with the Financial Administration forobtaining the relevant explanations and information forthe provi;{'text': ['the Financial Administration'], 'answer_start': [68]};296
2130;What is CBCR for the 2022?; from Constituent Entities in Slovenia amounts to EUR 2,560 thousand.Country-by-Country Reporting CBCR for the 2022 values in EUR thousandsManagement of tax conce;{'text': ['Country-by-Country Reporting'], 'answer_start': [69]};297
2132;Why did we start replacing water taps without sensors?; waste containers and its volumes inbusiness buildings and branches. To reduce water consump-tion, we for example, started to replace water taps withoutsensors for wa;{'text': ['To reduce water consump-tion'], 'answer_start': [69]};298
2163;What must all employees be aware of and respect?;les of this Policy.c all employees must be aware of and respect the Code of Conduct of NLB Group and the rules and their obligations hereunder. The employees mustimm;{'text': ['Code of Conduct of NLB Group'], 'answer_start': [68]};299
2170;What topics are regularly addressed on sessions of the Supervisory Board and all its five committees?;managementbodies, which also include knowledge about sustainability.Sustainability-related topics are regularly addressedon sessions of the Supervisory Board and all ;{'text': ['Sustainability-related topics'], 'answer_start': [68]};300
2172;What defines expectations and determines standards expected in our relationship towards other stakeholders?;Ethical considerations andhuman rightsThe NLB Group Code of Conduct represents fundamentalprinciples, values and rules and stipulates th;{'text': ['The NLB Group Code of Conduct'], 'answer_start': [38]};301
2173;What is prepared according to Article 17 of the Regulation on internal governance arrangements?;ely on the banks webpage and onSEOnet https//seonet.ljse.si/  NLB Risk Management Statement, prepared accordingto Article 17 of the Regulation on internal gover;{'text': ['NLB Risk Management Statement'], 'answer_start': [62]};302
2174;What is published in the NLB Group Annual Report https//www.nlb.si/financial-reports?;ely on the banks webpage and onSEOnet https//seonet.ljse.si/  NLB Risk Management Statement, prepared accordingto Article 17 of the Regulation on internal gover;{'text': ['NLB Risk Management Statement'], 'answer_start': [62]};303
2176;How does the Management Board manage the Bank and make business decisions?;k. The Management Board manages theBank and makes business decisions independently andautonomously, adopts strategies, ensures an adequate riskcontrol, and acts with t;{'text': ['independently andautonomously'], 'answer_start': [69]};304
2206;What is the purpose of the NLB Green Partner Loan?; in the energy efficiency of business buildings3. NLB Green Loan for reducing the carbon footprint4. NLB Green Housing Loan5. ;{'text': ['reducing the carbon footprint'], 'answer_start': [69]};305
2209;At the end of 2022, what was conducted on the NLB Group level?;At the end of 2022, the internal ESG audit review wasconducted on the NLB Group level. The review is expected tobe co;{'text': ['the internal ESG audit review'], 'answer_start': [20]};306
2211;What sets out the rules that every employee in NLB Group must understand and respect?;ustomers, employees and other stakeholders.NLB Group Code of ConductThe NLB Group Code of Conduct represents the values and fundamental principles of conduct sets out;{'text': ['The NLB Group Code of Conduct'], 'answer_start': [68]};307
2212;What defines the procedure for preparing a fit and proper assessment of members of/candidates for the Banks Management Board or Supervisory Board?;roper assessments of the EuropeanCentral Bank in accordance with the Joint ESMA and EBA Guidelines on the assessment of the suitability of members of the management bod;{'text': ['Joint ESMA and EBA Guidelines'], 'answer_start': [69]};308
2213;What does the Guide to fit and proper assessments of the European Central Bank comply with?;roper assessments of the EuropeanCentral Bank in accordance with the Joint ESMA and EBA Guidelines on the assessment of the suitability of members of the management bod;{'text': ['Joint ESMA and EBA Guidelines'], 'answer_start': [69]};309
2214;The Guide to fit and proper assessments of the European Central Bank is based on what?;roperassessments of the European Central Bank in accordance with the Joint ESMA and EBA Guidelines on the assessment of the suitability of membersof the management bod;{'text': ['Joint ESMA and EBA Guidelines'], 'answer_start': [69]};310
2259;What does NLB Group align its core strategy, decision-making, lending and investment with?; its core strategy, decision-making, lending and investment with the UN SustainableDevelopment Goals.Based on these principles and to ensure successfulmanagement of the;{'text': ['UN SustainableDevelopment Goals'], 'answer_start': [69]};311
2274;What is the name of the school of economics and business of the University of Ljubljana?;ed challenges for youngprofessionals in partnership with AmCham, the School ofEconomics and Business of the University of Ljubljana andIEDC  Bled School of Management, ;{'text': ['School ofEconomics and Business'], 'answer_start': [69]};312
2275;What are employees who work on higher risk positions provided with?; a rule, employees who work onhigher risk position are provided with a special or additionaltraining for their specific jobs or tasks. Trainings are providedby certified;{'text': ['a special or additionaltraining'], 'answer_start': [69]};313
2276;At NLB Komercijalna banka Beograd the way the bank and trade union cooperate is governed by what?;he way in which thebank and trade union cooperate is governed by the CollectiveAgreement of the Bank. ;{'text': ['CollectiveAgreement of the Bank'], 'answer_start': [69]};314
2278;How does the Bank implement the principles of the Diversity Policy?; operates.The Bank implements the principles of the Diversity Policy through policies and procedures, namely the Policy on the Selection ofSuitable Candidates for Member;{'text': ['through policies and procedures'], 'answer_start': [69]};315
2281;What is the purpose of the Customer Experience Survey?;The purpose is to identify areasof improvement or areas where we excel compared to ourcompetitors, allowing us to m;{'text': ['to identify areasof improvement'], 'answer_start': [15]};316
2313;What is the NZBA?;By joining the UNEP FI Net Zero BankingAlliance NZBA, which aims to harmonise credit andinvestment portfolios by r;{'text': ['UNEP FI Net Zero BankingAlliance'], 'answer_start': [15]};317
2317;What is the focus of the Treasury operations?;l flows in the direction ofgreen transition. Treasury operations Green bond framework development ESG score  ratingContribution to society Active contribution to;{'text': ['Green bond framework development'], 'answer_start': [65]};318
2334;What is the GHG protocol?;roved that the report has been prepared according to GHG protocolguidance for corporate reporting on Scope 1, 2, and 3GHG emissions and verified according to require;{'text': ['guidance for corporate reporting'], 'answer_start': [65]};319
2393;What are the two subcategories of climate risk in NLB Group?;In NLB Group, we consider transition risk and physical risk as subcategories of climate risk.Both categories are then further di;{'text': ['transition risk and physical risk'], 'answer_start': [26]};320
2402;What conduct does NLB expect from all its suppliers?;ransparentprocurement procedure including the minimum principles of ethical, social and environmental conduct that NLB Group expects from all its suppliersof goods and s;{'text': ['ethical, social and environmental'], 'answer_start': [68]};321
2425;What is covered by insurance?;on sovereign debt. Further on, as supported by insurance statistics, many losses caused byphysical risk are covered by insurance which also limits the impact of these risks ;{'text': ['many losses caused byphysical risk'], 'answer_start': [69]};322
2439;What is each employee responsible to reject with zero tolerance?; the following rulesa each employee shall be responsible to reject any form of corruption and bribery with zero tolerance, and to immediately report any identifiedsuspect;{'text': ['any form of corruption and bribery'], 'answer_start': [67]};323
2510;What is the impact of N Banka to total carbon footprint emissions?;acilities to total carbon footprintemissions, which is estimated to less than 2% of data in baseline year.;{'text': ['less than 2% of data in baseline year'], 'answer_start': [68]};324
2611;What does ESMS stand for?; GoalsImplementationof sustainabilityin NLB Groupsbusiness modelEnvironmental andSocial ManagementSystem ESMS part of a comprehensive riskmanagement system within NLB Gr;{'text': ['Environmental andSocial ManagementSystem'], 'answer_start': [64]};325
2626;What is one of the Banks priority activities?;ill using it, they shall return to work in 2023.Employee developmentCare for employees and their development is one of the Bankspriority activities. ;{'text': ['Care for employees and their development'], 'answer_start': [68]};326
2628;What are the three types of talent we are implementing?;ting a common talent management strategy, payingspecial attention to managerial, professional or young talentand successors in management positions. ;{'text': ['managerial, professional or young talent'], 'answer_start': [69]};327
2632;NLB Pay is a mobile wallet that enables contactless payments with what?;ls.NLB Pay is a mobile wallet that enables contactless paymentswith smartphones equipped with NFC technology, so clientscan pay at all POS terminals that allow contactless payme;{'text': ['smartphones equipped with NFC technology'], 'answer_start': [68]};328
2639;What is ESMA?;elated Financial Disclosures, GRI, EuropeanBanking Authority EBA, European Securities and MarketsAuthority ESMA.Any applicable regulatory reporting requirements onsocial ri;{'text': ['European Securities and MarketsAuthority'], 'answer_start': [66]};329
2640;What is the acronym for the European Social Market Authority?;elated Financial Disclosures, GRI, EuropeanBanking Authority EBA, European Securities and MarketsAuthority ESMA.Any applicable regulatory reporting requirements onsocial ri;{'text': ['European Securities and MarketsAuthority'], 'answer_start': [66]};330
2641;What does ESMA stand for?;elated Financial Disclosures, GRI, EuropeanBanking Authority EBA, European Securities and MarketsAuthority ESMA.Any applicable regulatory reporting requirements onsocial ri;{'text': ['European Securities and MarketsAuthority'], 'answer_start': [66]};331
2652;What did ESMS stand for?;B GroupSustainability Frameworkprepared and published onwww.nlb.siEnvironmental and SocialManagement System ESMSestablishedNLB Group SustainabilityReport additional report;{'text': ['Environmental and SocialManagement System'], 'answer_start': [66]};332
2670;What does CSRD stand for?;risks and opportunities with respect to TCFD, aswell as the upcoming Corporate Social Responsibility Directive CSRD.;{'text': ['Corporate Social Responsibility Directive'], 'answer_start': [69]};333
2673;What is ESMS?;group with a strong network ofESG coordinators and a fully developed Environmental andSocial Management System ESMS, in line with the EBRD andMIGA environmental and social perfo;{'text': ['Environmental andSocial Management System'], 'answer_start': [69]};334
2676;What does ESMS stand for?;sultsare expected by the end of 2023.NLB Group also established the Environmental andSocial Management System ESMS, which is part of acomprehensive management system within NLB;{'text': ['Environmental andSocial Management System'], 'answer_start': [68]};335
2701;ESG risks do not represent a new risk category, but rather one of what?;ESG risks do not represent a new risk category, but ratherone of risk drivers of the existing type of risks, such as credit,liquidity, market and operational risk. The Group in;{'text': ['risk drivers of the existing type of risks'], 'answer_start': [65]};336
2705;What is the ESMS?;integration into all relevantprocesses.3. The Group established the Environmental and Social Management System ESMS the mechanism for environmental and social screening of curr;{'text': ['Environmental and Social Management System'], 'answer_start': [68]};337
2712;How do we gain knowledge by working together?;ly within the associations, gaining knowledgeby working together and leading initiatives within theassociations. For more information, please refer to Sustainability Report 2021;{'text': ['leading initiatives within theassociations'], 'answer_start': [69]};338
2719;What is ICAAP?;of NLB Group Internal Liquidity AdequacyAssessment Process ILAAP, Internal Capital AdequacyAssessment Process ICAAP in NLB GroupKPI and plans Defining sustainability-related ;{'text': ['Internal Capital AdequacyAssessment Process'], 'answer_start': [66]};339
2727;What does NLB raise customer awareness of?;to detect and prevent card abuse. We also raise customerawareness of the dangers of online commerce and shopping,thereby contributing to risk management in this area.;{'text': ['the dangers of online commerce and shopping'], 'answer_start': [69]};340
2729;How is flood risk determined on the location of real estate in collateral?;PC-s in the whole Group are underway.Model for assessing flood risk based on national Slovenianflood risk zones was developed  determining flood riskon the actual location of the ;{'text': ['based on national Slovenianflood risk zones'], 'answer_start': [68]};341
2788;What does ESMS aim to manage?;nd Social Factors/Risk Management System ESMS, which aims to manageclimate and/or environmental and social risks.Based on the commitment and the policy mentioned above,the Bank wil;{'text': ['climate and/or environmental and social risks'], 'answer_start': [67]};342
2789;What is written in the Tax Policy?;General principles of conduct onthe tax field are written in the Tax Policy, which is approvedby the Management Bo;{'text': ['General principles of conduct onthe tax field'], 'answer_start': [0]};343
2796;What is the most important input for GHG calculation?;esidential mortgages the most important input for GHG calculation are the buildings energy performance certificates.Physical risk impact The most relevant natural disasters are droug;{'text': ['the buildings energy performance certificates'], 'answer_start': [70]};344
2809;What does NLBs policy contain description of?;ons for handling complaints in NLBThe policy contains description of two-tier customer complaint resolution system and selected institutions responsible for extra-judicial settlement o;{'text': ['two-tier customer complaint resolution system'], 'answer_start': [69]};345
2827;What describes the management process and organization?;Policy of Business ContinuityManagement in NLBThe policy defines business continuity plan for crisis situations. It describes the management process and organization and enables pre;{'text': ['business continuity plan for crisis situations'], 'answer_start': [65]};346
2830;What are stakeholders regularly informed about?;gagements withstakeholdersStakeholders are regularly informed about general aswell as sustainability-related issues through variouscommunications channels, such as the Groups web page;{'text': ['general aswell as sustainability-related issues'], 'answer_start': [68]};347
2835;How can employees report potentially non-ethical or inappropriate business practices?;thical or inappropriatebusiness practices including anonymously electronically via the Whistler web application availablealso for external stakeholders via e-mail to the dedica;{'text': ['electronically via the Whistler web application'], 'answer_start': [64]};348
2942;What does ECRA stand for?;followsinternational standardsin the fight against corruption.The Enterprise Compliance and Integrity Risk AssessmentECRA is performed at the Group level and is intended for thereview ;{'text': ['Enterprise Compliance and Integrity Risk Assessment'], 'answer_start': [66]};349
2950;What is TCFD?;n for the first time in reference to, but not fully complied with the TaskForce on Climate  Related Financial Disclosures TCFD recommendations regarding 1 governance, 2 business strateg;{'text': ['TaskForce on Climate  Related Financial Disclosures'], 'answer_start': [70]};350
3320;What does NLB ensure by having a common understanding of and complying with the rules?;common understanding of, and comply with, therules, the Bank ensures mitigation of risks related to personal data processing and protect personal data of its stakeholders.NLB Rules on the Security of Information,Persons and PropertyThe r;{'text': ['mitigation of risks related to personal data processing and protect personal data of its stakeholders'], 'answer_start': [69]};351
3321;What is the purpose of the New and substantial changes of existing products policy?;tial changes of existingproducts policyThe purpose of the policy is the controlled introduction of new and significant changes to existing products, thereby reducing risks. Thus, the policydefines the Banks framework for introducing new an;{'text': ['the controlled introduction of new and significant changes to existing products, thereby reducing risks'], 'answer_start': [68]};352
3322;What is the purpose of the NLB Retention Policy?;y of employees.NLB Retention PolicyThe purpose of this policy is to identify all relevant factors and measures that contribute to greater and more successful employee engagement,with the desire to increase the belongingness, productivity, motivat;{'text': ['identify all relevant factors and measures that contribute to greater and more successful employee engagement'], 'answer_start': [68]};353
3323;What is the aim of the NLB policy?;The policys aim isto reduce environmental impacts and mitigate environmental risks in everyday business mobility within the Group.GovernanceArticles of Association of NLBThe Articles of Associatio;{'text': ['to reduce environmental impacts and mitigate environmental risks in everyday business mobility within the Group'], 'answer_start': [18]};354
