index;LABEL;question;answer;context;answer_start
2673;OK;What is ESMS?;Environmental andSocial Management System;group with a strong network ofESG coordinators and a fully developed Environmental andSocial Management System ESMS, in line with the EBRD andMIGA environmental and social perfo;69
2676;OK;What does ESMS stand for?;Environmental andSocial Management System;sultsare expected by the end of 2023.NLB Group also established the Environmental andSocial Management System ESMS, which is part of acomprehensive management system within NLB;68
2701;OK;ESG risks do not represent a new risk category, but rather one of what?;risk drivers of the existing type of risks;ESG risks do not represent a new risk category, but ratherone of risk drivers of the existing type of risks, such as credit,liquidity, market and operational risk. The Group in;65
2705;OK;What is the ESMS?;Environmental and Social Management System;integration into all relevantprocesses.3. The Group established the Environmental and Social Management System ESMS the mechanism for environmental and social screening of curr;68
2712;OK;How do we gain knowledge by working together?;leading initiatives within theassociations;ly within the associations, gaining knowledgeby working together and leading initiatives within theassociations. For more information, please refer to Sustainability Report 2021;69
2719;OK;What is ICAAP?;Internal Capital AdequacyAssessment Process;of NLB Group Internal Liquidity AdequacyAssessment Process ILAAP, Internal Capital AdequacyAssessment Process ICAAP in NLB GroupKPI and plans Defining sustainability-related ;66
2727;OK;What does NLB raise customer awareness of?;the dangers of online commerce and shopping;to detect and prevent card abuse. We also raise customerawareness of the dangers of online commerce and shopping,thereby contributing to risk management in this area.;69
2729;OK;How is flood risk determined on the location of real estate in collateral?;based on national Slovenianflood risk zones;PC-s in the whole Group are underway.Model for assessing flood risk based on national Slovenianflood risk zones was developed  determining flood riskon the actual location of the ;68
2788;OK;What does ESMS aim to manage?;climate and/or environmental and social risks;nd Social Factors/Risk Management System ESMS, which aims to manageclimate and/or environmental and social risks.Based on the commitment and the policy mentioned above,the Bank wil;67
2789;OK;What is written in the Tax Policy?;General principles of conduct onthe tax field;General principles of conduct onthe tax field are written in the Tax Policy, which is approvedby the Management Bo;0
2796;OK;What is the most important input for GHG calculation?;the buildings energy performance certificates;esidential mortgages the most important input for GHG calculation are the buildings energy performance certificates.Physical risk impact The most relevant natural disasters are droug;70
2809;OK;What does NLBs policy contain description of?;two-tier customer complaint resolution system;ons for handling complaints in NLBThe policy contains description of two-tier customer complaint resolution system and selected institutions responsible for extra-judicial settlement o;69
2827;OK;What describes the management process and organization?;business continuity plan for crisis situations;Policy of Business ContinuityManagement in NLBThe policy defines business continuity plan for crisis situations. It describes the management process and organization and enables pre;65
2830;OK;What are stakeholders regularly informed about?;general aswell as sustainability-related issues;gagements withstakeholdersStakeholders are regularly informed about general aswell as sustainability-related issues through variouscommunications channels, such as the Groups web page;68
2835;OK;How can employees report potentially non-ethical or inappropriate business practices?;electronically via the Whistler web application;thical or inappropriatebusiness practices including anonymously electronically via the Whistler web application availablealso for external stakeholders via e-mail to the dedica;64
2942;OK;What does ECRA stand for?;Enterprise Compliance and Integrity Risk Assessment;followsinternational standardsin the fight against corruption.The Enterprise Compliance and Integrity Risk AssessmentECRA is performed at the Group level and is intended for thereview ;66
2950;OK;What is TCFD?;TaskForce on Climate  Related Financial Disclosures;n for the first time in reference to, but not fully complied with the TaskForce on Climate  Related Financial Disclosures TCFD recommendations regarding 1 governance, 2 business strateg;70
3320;OK;What does NLB ensure by having a common understanding of and complying with the rules?;mitigation of risks related to personal data processing and protect personal data of its stakeholders;common understanding of, and comply with, therules, the Bank ensures mitigation of risks related to personal data processing and protect personal data of its stakeholders.NLB Rules on the Security of Information,Persons and PropertyThe r;69
3321;OK;What is the purpose of the New and substantial changes of existing products policy?;the controlled introduction of new and significant changes to existing products, thereby reducing risks;tial changes of existingproducts policyThe purpose of the policy is the controlled introduction of new and significant changes to existing products, thereby reducing risks. Thus, the policydefines the Banks framework for introducing new an;68
3322;OK;What is the purpose of the NLB Retention Policy?;identify all relevant factors and measures that contribute to greater and more successful employee engagement;y of employees.NLB Retention PolicyThe purpose of this policy is to identify all relevant factors and measures that contribute to greater and more successful employee engagement,with the desire to increase the belongingness, productivity, motivat;68
3323;OK;What is the aim of the NLB policy?;to reduce environmental impacts and mitigate environmental risks in everyday business mobility within the Group;The policys aim isto reduce environmental impacts and mitigate environmental risks in everyday business mobility within the Group.GovernanceArticles of Association of NLBThe Articles of Associatio;18
